제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
폭스바겐그룹코리아 주식회사,A6 45 TDI qu. Premium,2019-12-09,2022-03-11,2023-02-17,특정 기간 동안 생산/수입된 일부 차량의 뒷자석 시트 내부에 위치한 게이트웨이 컨트롤유닛에 수분이 유입되는 경우 게이트웨이 컨트롤 유닛이 손상될 수 있습니다. * 게이트웨이 컨트롤 유닛: 차량의 다양한 컨트롤유닛 간의 통신 중계를 하는 전기장치
폭스바겐그룹코리아 주식회사,A6 40 TDI qu. Premium,2019-11-27,2022-04-01,2023-02-17,특정 기간 동안 생산/수입된 일부 차량의 뒷자석 시트 내부에 위치한 게이트웨이 컨트롤유닛에 수분이 유입되는 경우 게이트웨이 컨트롤 유닛이 손상될 수 있습니다. * 게이트웨이 컨트롤 유닛: 차량의 다양한 컨트롤유닛 간의 통신 중계를 하는 전기장치
폭스바겐그룹코리아 주식회사,A6 40 TDI Premium,2019-10-01,2022-03-10,2023-02-17,특정 기간 동안 생산/수입된 일부 차량의 뒷자석 시트 내부에 위치한 게이트웨이 컨트롤유닛에 수분이 유입되는 경우 게이트웨이 컨트롤 유닛이 손상될 수 있습니다. * 게이트웨이 컨트롤 유닛: 차량의 다양한 컨트롤유닛 간의 통신 중계를 하는 전기장치
폭스바겐그룹코리아 주식회사,A6 40 TDI,2019-08-28,2022-03-07,2023-02-17,특정 기간 동안 생산/수입된 일부 차량의 뒷자석 시트 내부에 위치한 게이트웨이 컨트롤유닛에 수분이 유입되는 경우 게이트웨이 컨트롤 유닛이 손상될 수 있습니다. * 게이트웨이 컨트롤 유닛: 차량의 다양한 컨트롤유닛 간의 통신 중계를 하는 전기장치
비엠더블유코리아(주),Z4 sDrive20i,2022-06-13,2023-03-08,2023-03-16,무선 충전용 트레이 장치의 소프트웨어 오류로 디지털 키 사용 시 시동을 끈 상태에서 키를 차량 실내에서 제거하였음에도 키가 차량 실내에 있는 것으로 인식하여 탑승자가 창유리 또는 선루프를 작동시키는 경우 끼임방지기능이 작동되지 않습니다.
비엠더블유코리아(주),Z4 M40i,2022-07-01,2023-03-06,2023-03-16,무선 충전용 트레이 장치의 소프트웨어 오류로 디지털 키 사용 시 시동을 끈 상태에서 키를 차량 실내에서 제거하였음에도 키가 차량 실내에 있는 것으로 인식하여 탑승자가 창유리 또는 선루프를 작동시키는 경우 끼임방지기능이 작동되지 않습니다.
비엠더블유코리아(주),M850i xDrive Gran Coupe,2022-10-18,2023-03-09,2023-03-16,무선 충전용 트레이 장치의 소프트웨어 오류로 디지털 키 사용 시 시동을 끈 상태에서 키를 차량 실내에서 제거하였음에도 키가 차량 실내에 있는 것으로 인식하여 탑승자가 창유리 또는 선루프를 작동시키는 경우 끼임방지기능이 작동되지 않습니다.
비엠더블유코리아(주),M850i xDrive Coupe,2023-01-17,2023-02-17,2023-03-16,무선 충전용 트레이 장치의 소프트웨어 오류로 디지털 키 사용 시 시동을 끈 상태에서 키를 차량 실내에서 제거하였음에도 키가 차량 실내에 있는 것으로 인식하여 탑승자가 창유리 또는 선루프를 작동시키는 경우 끼임방지기능이 작동되지 않습니다.
비엠더블유코리아(주),M8 Gran Coupe,2022-12-15,2023-01-23,2023-03-16,무선 충전용 트레이 장치의 소프트웨어 오류로 디지털 키 사용 시 시동을 끈 상태에서 키를 차량 실내에서 제거하였음에도 키가 차량 실내에 있는 것으로 인식하여 탑승자가 창유리 또는 선루프를 작동시키는 경우 끼임방지기능이 작동되지 않습니다.
비엠더블유코리아(주),M240i xDrive Coupe,2022-08-05,2023-03-07,2023-03-16,무선 충전용 트레이 장치의 소프트웨어 오류로 디지털 키 사용 시 시동을 끈 상태에서 키를 차량 실내에서 제거하였음에도 키가 차량 실내에 있는 것으로 인식하여 탑승자가 창유리 또는 선루프를 작동시키는 경우 끼임방지기능이 작동되지 않습니다.
비엠더블유코리아(주),iX3 M Sport,2022-10-11,2023-03-10,2023-03-16,무선 충전용 트레이 장치의 소프트웨어 오류로 디지털 키 사용 시 시동을 끈 상태에서 키를 차량 실내에서 제거하였음에도 키가 차량 실내에 있는 것으로 인식하여 탑승자가 창유리 또는 선루프를 작동시키는 경우 끼임방지기능이 작동되지 않습니다.
스텔란티스코리아 주식회사,DS7 Crossback 2.0 BlueHDi,2017-10-18,2021-02-24,2023-04-20,"테일 램프의 차체 장착 과정 중 수분이나 이물질의 유입을 막아주는 와셔 키트가 장착되지 않은 상태로 제작되었음을 확인하였습니다. 와셔 키트가 장착되지 않을 경우 우천 또는 세차시 수분 등이 테일 램프로 유입되어 후미등, 방향지시등, 제동등, 후퇴등이 작동되지 않을 수 있습니다. 이로 인해 주행 중 후행 차량 또는 운전자의 안전에 지장을 줄 수 있습니다. "
포르쉐코리아 주식회사,911,2022-09-13,2022-10-28,2023-02-24,조수석 에어백 덮개와 대시보드 가죽커버 사이에 사용되는 접착제 불량으로 충돌 사고시 조수석 에어백이 정상적으로 전개되지 않을 가능성이 확인되었습니다.
대전기계공업(주),NINJA H2 SX SE,2022-03-02,2022-11-30,2023-01-11,원동기에서 캠 샤프트 체인의 장력을 조정하는 텐셔너의 제조불량으로 엔진에 발생되는 고온에 의해 텐셔너 내부의 플런저가 열화되어 고착됩니다. 이로 인해 캠 샤프트 체인을 밀어주지 못하여 적절한 장력을 유지할 수 없습니다. 
대전기계공업(주),Z H2 SE,2015-03-25,2016-04-28,2023-01-11,원동기에서 캠 샤프트 체인의 장력을 조정하는 텐셔너의 제조불량으로 엔진에 발생되는 고온에 의해 텐셔너 내부의 플런저가 열화되어 고착됩니다. 이로 인해 캠 샤프트 체인을 밀어주지 못하여 적절한 장력을 유지할 수 없습니다. 
대전기계공업(주),Z H2,2020-03-03,2022-02-17,2023-01-11,원동기에서 캠 샤프트 체인의 장력을 조정하는 텐셔너의 제조불량으로 엔진에 발생되는 고온에 의해 텐셔너 내부의 플런저가 열화되어 고착됩니다. 이로 인해 캠 샤프트 체인을 밀어주지 못하여 적절한 장력을 유지할 수 없습니다. 
대전기계공업(주),NINJA H2 CARBON,2020-05-15,2021-07-09,2023-01-11,원동기에서 캠 샤프트 체인의 장력을 조정하는 텐셔너의 제조불량으로 엔진에 발생되는 고온에 의해 텐셔너 내부의 플런저가 열화되어 고착됩니다. 이로 인해 캠 샤프트 체인을 밀어주지 못하여 적절한 장력을 유지할 수 없습니다. 
대전기계공업(주),NINJA H2 SX SE+,2018-01-10,2020-03-27,2023-01-11,원동기에서 캠 샤프트 체인의 장력을 조정하는 텐셔너의 제조불량으로 엔진에 발생되는 고온에 의해 텐셔너 내부의 플런저가 열화되어 고착됩니다. 이로 인해 캠 샤프트 체인을 밀어주지 못하여 적절한 장력을 유지할 수 없습니다. 
대전기계공업(주),NINJA H2 SX SE,2018-01-10,2020-03-27,2023-01-11,원동기에서 캠 샤프트 체인의 장력을 조정하는 텐셔너의 제조불량으로 엔진에 발생되는 고온에 의해 텐셔너 내부의 플런저가 열화되어 고착됩니다. 이로 인해 캠 샤프트 체인을 밀어주지 못하여 적절한 장력을 유지할 수 없습니다. 
대전기계공업(주),NINJA H2 SX,2018-01-10,2020-03-27,2023-01-11,원동기에서 캠 샤프트 체인의 장력을 조정하는 텐셔너의 제조불량으로 엔진에 발생되는 고온에 의해 텐셔너 내부의 플런저가 열화되어 고착됩니다. 이로 인해 캠 샤프트 체인을 밀어주지 못하여 적절한 장력을 유지할 수 없습니다. 
대전기계공업(주),NINJA H2,2017-05-01,2018-05-08,2023-01-11,원동기에서 캠 샤프트 체인의 장력을 조정하는 텐셔너의 제조불량으로 엔진에 발생되는 고온에 의해 텐셔너 내부의 플런저가 열화되어 고착됩니다. 이로 인해 캠 샤프트 체인을 밀어주지 못하여 적절한 장력을 유지할 수 없습니다. 
대전기계공업(주),NINJA H2,2015-03-25,2016-04-28,2023-01-11,원동기에서 캠 샤프트 체인의 장력을 조정하는 텐셔너의 제조불량으로 엔진에 발생되는 고온에 의해 텐셔너 내부의 플런저가 열화되어 고착됩니다. 이로 인해 캠 샤프트 체인을 밀어주지 못하여 적절한 장력을 유지할 수 없습니다. 
대전기계공업(주),NINJA H2 SX SE,2022-03-02,2022-11-30,2023-01-11,"계기판 소프트웨어 오류로 인해 주행 중 계기판이 재부팅이 되면서 차량안전정보(현재속도, 엔진회전수, 연료잔량 등)가 표시되지 않습니다."
바이크원,SPYDER RT,2020-01-15,2022-05-24,2023-07-25,제동등 스위치의 오염 또는 부품 마찰 때문에 복원력이 저하되어 페달을 밟지 않았음에도 제동등이 계속 켜져 있을 수 있습니다.이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제15조 제9항에서 정하는 기준에 부적합합니다.
바이크원,RYKER,2021-12-02,2022-11-25,2023-07-25,제동등 스위치의 오염 또는 부품 마찰 때문에 복원력이 저하되어 페달을 밟지 않았음에도 제동등이 계속 켜져 있을 수 있습니다.이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제15조 제9항에서 정하는 기준에 부적합합니다.
비엠더블유코리아(주),BMW iX1 xDrive30,2023-01-23,2023-01-27,2023-09-21,전방 드라이브 샤프트의 볼 허브 조인트 조립 공정상의 오류로 인하여 드라이브 샤프트와 구동전동기가 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLC 300 4MATIC,2022-09-29,2022-11-11,2023-10-27,생산 공정 오류로 인하여 앞 범퍼 견인고리 홀 내부 소켓이 허용 오차를 벗어나 규격에 맞지 않을 수 있습니다. 이로 인하여 홀의 직경이 다소 축소되어 견인고리가 정상 연결 깊이까지 체결되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),GLC 220 d 4MATIC,2022-09-13,2023-05-08,2023-10-27,생산 공정 오류로 인하여 앞 범퍼 견인고리 홀 내부 소켓이 허용 오차를 벗어나 규격에 맞지 않을 수 있습니다. 이로 인하여 홀의 직경이 다소 축소되어 견인고리가 정상 연결 깊이까지 체결되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),GLC 300 4MATIC Coupe,2023-03-28,2023-04-27,2023-10-27,생산 공정 오류로 인하여 앞 범퍼 견인고리 홀 내부 소켓이 허용 오차를 벗어나 규격에 맞지 않을 수 있습니다. 이로 인하여 홀의 직경이 다소 축소되어 견인고리가 정상 연결 깊이까지 체결되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Maybach S 580 4MATIC,2020-09-11,2021-02-18,2023-10-27,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
메르세데스벤츠코리아(주),S 580 4MATIC,2020-10-16,2021-02-19,2023-10-27,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
메르세데스벤츠코리아(주),S 500 4MATIC,2020-07-16,2021-07-16,2023-10-27,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
메르세데스벤츠코리아(주),S 450 4MATIC,2021-02-12,2021-04-12,2023-10-27,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
메르세데스벤츠코리아(주),S 400 d 4MATIC,2021-02-20,2021-02-20,2023-10-27,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
메르세데스벤츠코리아(주),S 350 d,2021-02-15,2021-02-15,2023-10-27,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
메르세데스벤츠코리아(주),AMG EQS 53 4MATIC+,2021-07-14,2022-09-08,2023-10-27,"구동 전동기(electric drivetrain)의 소프트웨어 오류로 인하여 특정 플러그 커넥터의 접촉 불량이 감지되는 경우, 구동 전동기의 전력 공급이 차단될 수 있습니다."
비엠더블유코리아(주),BMW i7 xDrive60,2022-07-01,2023-08-29,2023-10-26,차량 생산 과정에서 스티어링 휠 내 ADASS (운전자지원첨단조향장치) 관련 접지 케이블 연결부 와셔가 누락되어 접지가 되지 않아 ADASS 기능이 정상적으로 작동되지 않을 수 있습니다.
